,Unnamed: 0,sequence,sid,pos_acts_toeachother,neg_acts_toeachother,pos_acts_together,neg_acts_together,pos_char1_acts,neg_char1_acts,pos_char2_acts,neg_char2_acts,pos,neg,filename,unique_ID,29:posFramesFired,30:negFramesFired,31:otherFramesFired,32:posFramewrtCharFired,33:negFramewrtCharFired,34:otherFrameswrtCharFired
197,197,25,s46,0,0,0,0,0,0,0,0,0,1,anaya.bless.0.3.sent,anaya.bless.0.3.sents46,0,0,1,0,0,1
198,198,25,s47,0,0,0,0,0,0,0,0,1,0,anaya.bless.0.3.sent,anaya.bless.0.3.sents47,0,1,0,0,1,0
199,199,26,s0,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents0,0,0,1,0,0,1
200,200,26,s2,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents2,0,0,2,0,0,1
201,201,26,s8,0,0,0,0,0,0,0,0,1,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents8,0,0,0,0,0,0
202,202,26,s12,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents12,2,0,0,2,0,0
203,203,26,s14,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents14,1,0,0,0,0,0
204,204,26,s24,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents24,0,0,0,0,0,0
205,205,26,s25,0,0,0,0,0,0,0,0,0,1,anaya.bless.0.8.sent,anaya.bless.0.8.sents25,0,0,0,0,0,0
206,206,26,s40,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents40,0,0,0,0,0,0
207,207,26,s44,0,0,0,0,0,0,0,0,0,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents44,0,0,1,0,0,1
208,208,26,s47,0,0,0,0,0,0,0,0,1,0,anaya.bless.0.8.sent,anaya.bless.0.8.sents47,0,1,0,0,1,0
209,209,26,s48,0,0,0,1,0,0,0,0,1,2,anaya.bless.0.8.sent,anaya.bless.0.8.sents48,0,0,0,0,0,0
210,210,27,s1,0,0,0,0,0,0,0,0,0,0,angelou.iknow.0.4.sent,angelou.iknow.0.4.sents1,1,0,4,1,0,4
211,211,27,s3,0,0,0,1,0,0,0,0,0,0,angelou.iknow.0.4.sent,angelou.iknow.0.4.sents3,0,2,2,0,2,2
212,212,27,s7,0,0,0,0,0,0,0,0,0,0,angelou.iknow.0.4.sent,angelou.iknow.0.4.sents7,0,0,0,0,0,0
213,213,27,s10,0,0,0,0,0,0,0,0,0,0,angelou.iknow.0.4.sent,angelou.iknow.0.4.sents10,0,0,2,0,0,1
214,214,27,s16,0,0,0,1,0,0,0,0,0,1,angelou.iknow.0.4.sent,angelou.iknow.0.4.sents16,0,0,0,0,0,0
215,215,27,s18,0,0,0,0,0,0,0,0,1,1,angelou.iknow.0.4.sent,angelou.iknow.0.4.sents18,0,1,0,0,1,0
216,216,28,s2,0,0,0,0,0,0,0,0,0,0,angelou.iknow.2.4.sent,angelou.iknow.2.4.sents2,0,0,0,0,0,0
217,217,28,s9,0,0,0,0,0,0,0,0,0,0,angelou.iknow.2.4.sent,angelou.iknow.2.4.sents9,0,0,0,0,0,0
218,218,28,s18,0,0,0,0,0,0,0,0,0,0,angelou.iknow.2.4.sent,angelou.iknow.2.4.sents18,0,1,0,0,0,0
219,219,28,s19,0,0,0,0,0,0,2,0,0,0,angelou.iknow.2.4.sent,angelou.iknow.2.4.sents19,0,0,0,0,0,0
220,220,28,s28,0,0,0,0,0,0,0,1,0,1,angelou.iknow.2.4.sent,angelou.iknow.2.4.sents28,0,1,0,0,1,0
221,221,29,s2,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents2,1,0,1,0,0,0
222,222,29,s3,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents3,0,0,0,0,0,0
223,223,29,s9,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents9,0,0,2,0,0,2
224,224,29,s18,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents18,0,0,0,0,0,0
225,225,29,s20,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents20,0,0,0,0,0,0
226,226,29,s21,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents21,0,0,0,0,0,0
227,227,29,s25,0,0,0,0,0,0,0,0,0,1,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents25,0,0,0,0,0,0
228,228,29,s68,0,0,0,0,2,0,0,0,0,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents68,0,0,0,0,0,0
229,229,29,s70,0,0,1,0,0,0,0,0,1,0,anouilh.antigone.0.1.sent,anouilh.antigone.0.1.sents70,1,0,0,1,0,0
230,230,30,s20,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents20,0,0,0,0,0,0
231,231,30,s36,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents36,0,0,0,0,0,0
232,232,30,s38,0,0,0,0,0,1,0,0,1,2,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents38,0,0,0,0,0,0
233,233,30,s40,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents40,0,0,1,0,0,1
234,234,30,s44,0,0,1,0,0,0,0,0,1,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents44,0,0,0,0,0,0
235,235,30,s45,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents45,0,1,0,0,1,0
236,236,30,s46,0,0,0,0,0,0,0,1,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents46,0,1,0,0,1,0
237,237,30,s47,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents47,1,0,0,1,0,0
238,238,30,s49,0,0,0,0,0,0,0,0,0,1,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents49,0,0,0,0,0,0
239,239,30,s51,0,0,1,0,0,0,0,0,1,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents51,0,0,0,0,0,0
240,240,30,s52,0,0,0,0,0,0,0,1,0,1,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents52,0,0,0,0,0,0
241,241,30,s54,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents54,0,0,0,0,0,0
242,242,30,s64,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents64,1,0,0,0,0,0
243,243,30,s66,0,0,1,0,0,0,0,0,1,0,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents66,0,0,0,0,0,0
244,244,30,s71,0,0,0,1,0,1,0,0,0,2,anouilh.antigone.0.2.sent,anouilh.antigone.0.2.sents71,0,0,0,0,0,0
245,245,31,s2,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents2,1,0,1,0,0,0
246,246,31,s3,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents3,0,0,0,0,0,0
247,247,31,s22,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents22,0,0,0,0,0,0
248,248,31,s64,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents64,1,0,0,0,0,0
249,249,31,s89,0,0,0,0,0,0,0,0,0,0,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents89,0,0,0,0,0,0
250,250,31,s92,0,1,0,1,0,0,0,0,0,1,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents92,0,1,0,0,1,0
251,251,31,s93,0,0,0,0,0,1,0,0,0,1,anouilh.antigone.0.3.sent,anouilh.antigone.0.3.sents93,0,0,0,0,0,0
252,252,32,s18,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents18,1,0,0,1,0,0
253,253,32,s20,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents20,0,1,1,0,1,1
254,254,32,s21,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents21,1,0,0,1,0,0
255,255,32,s23,0,0,0,0,0,0,0,0,1,0,any.ask.1.5.sent,any.ask.1.5.sents23,1,0,0,0,0,0
256,256,32,s24,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents24,1,0,0,1,0,0
257,257,32,s25,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents25,0,0,0,0,0,0
258,258,32,s26,0,0,0,0,0,0,0,0,1,0,any.ask.1.5.sent,any.ask.1.5.sents26,1,0,0,0,0,0
259,259,32,s28,0,0,1,0,0,0,0,0,2,0,any.ask.1.5.sent,any.ask.1.5.sents28,0,0,0,0,0,0
260,260,32,s37,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents37,0,0,0,0,0,0
261,261,32,s38,0,0,0,0,0,0,0,0,0,0,any.ask.1.5.sent,any.ask.1.5.sents38,0,1,0,0,1,0
262,262,33,s58,0,0,0,0,0,0,0,0,0,0,any.ask.5.8.sent,any.ask.5.8.sents58,0,0,2,0,0,2
263,263,33,s59,0,0,0,0,0,0,0,0,0,0,any.ask.5.8.sent,any.ask.5.8.sents59,0,0,1,0,0,1
264,264,33,s60,0,0,0,0,0,0,0,0,0,0,any.ask.5.8.sent,any.ask.5.8.sents60,1,0,0,1,0,0
265,265,33,s63,0,0,0,0,0,0,0,0,0,0,any.ask.5.8.sent,any.ask.5.8.sents63,1,0,0,1,0,0
266,266,33,s64,0,0,0,0,0,0,0,0,0,0,any.ask.5.8.sent,any.ask.5.8.sents64,0,0,0,0,0,0
267,267,33,s75,0,0,0,0,0,0,0,0,1,0,any.ask.5.8.sent,any.ask.5.8.sents75,0,0,1,0,0,1
268,268,33,s80,0,0,0,0,0,0,0,0,1,0,any.ask.5.8.sent,any.ask.5.8.sents80,2,0,0,2,0,0
269,269,33,s81,0,0,0,0,0,0,0,0,1,0,any.ask.5.8.sent,any.ask.5.8.sents81,2,1,0,2,1,0
270,270,34,s19,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.1.sent,aristophanes.clouds.0.1.sents19,0,0,0,0,0,0
271,271,34,s20,0,0,0,1,0,0,0,0,0,1,aristophanes.clouds.0.1.sent,aristophanes.clouds.0.1.sents20,0,1,0,0,1,0
272,272,34,s26,0,0,1,0,0,0,0,0,1,0,aristophanes.clouds.0.1.sent,aristophanes.clouds.0.1.sents26,1,1,0,1,1,0
273,273,34,s36,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.1.sent,aristophanes.clouds.0.1.sents36,0,0,0,0,0,0
274,274,34,s37,0,0,0,1,0,0,0,0,0,1,aristophanes.clouds.0.1.sent,aristophanes.clouds.0.1.sents37,2,0,0,2,0,0
275,275,35,s0,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents0,0,1,1,0,1,1
276,276,35,s3,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents3,0,0,0,0,0,0
277,277,35,s4,0,0,0,0,0,0,0,0,0,1,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents4,0,0,0,0,0,0
278,278,35,s19,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents19,0,0,0,0,0,0
279,279,35,s24,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents24,1,1,0,1,1,0
280,280,35,s25,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents25,1,0,0,1,0,0
281,281,35,s34,0,0,0,0,0,1,0,0,0,1,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents34,0,1,0,0,1,0
282,282,35,s37,0,0,0,1,0,0,0,0,0,1,aristophanes.clouds.0.2.sent,aristophanes.clouds.0.2.sents37,2,0,0,1,0,0
283,283,36,s5,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents5,1,0,0,1,0,0
284,284,36,s7,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents7,0,0,0,0,0,0
285,285,36,s9,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents9,0,0,0,0,0,0
286,286,36,s10,0,0,0,0,0,0,0,0,1,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents10,0,0,0,0,0,0
287,287,36,s11,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents11,0,0,0,0,0,0
288,288,36,s14,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents14,0,0,0,0,0,0
289,289,36,s15,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents15,0,0,0,0,0,0
290,290,36,s16,0,0,1,0,1,0,0,0,1,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents16,0,0,0,0,0,0
291,291,36,s18,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents18,0,0,1,0,0,1
292,292,36,s19,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents19,0,0,0,0,0,0
293,293,36,s27,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents27,0,0,1,0,0,1
294,294,36,s29,0,0,0,0,0,1,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents29,0,0,0,0,0,0
295,295,36,s30,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents30,0,0,0,0,0,0
296,296,36,s31,0,0,0,0,0,1,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents31,0,0,0,0,0,0
297,297,36,s33,0,0,0,0,0,0,0,0,0,1,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents33,0,0,0,0,0,0
298,298,36,s37,0,0,0,1,0,0,0,0,0,1,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents37,2,0,0,1,0,0
299,299,36,s38,0,0,0,1,0,1,0,0,0,3,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents38,0,0,0,0,0,0
300,300,36,s39,0,0,0,0,0,0,0,0,0,0,aristophanes.clouds.1.2.sent,aristophanes.clouds.1.2.sents39,0,0,0,0,0,0
301,301,37,s12,0,0,0,0,0,0,0,0,0,0,austen.emma.0.3.sent,austen.emma.0.3.sents12,0,0,2,0,0,2
302,302,37,s21,0,0,0,0,0,0,0,0,0,0,austen.emma.0.3.sent,austen.emma.0.3.sents21,1,0,0,0,0,0
303,303,37,s24,0,0,0,0,0,0,0,1,0,0,austen.emma.0.3.sent,austen.emma.0.3.sents24,2,0,0,1,0,0
304,304,37,s25,0,0,0,0,0,1,0,1,0,1,austen.emma.0.3.sent,austen.emma.0.3.sents25,0,0,0,0,0,0
305,305,37,s26,1,1,2,1,0,0,0,0,1,0,austen.emma.0.3.sent,austen.emma.0.3.sents26,2,1,1,0,0,0
306,306,37,s29,0,0,0,0,0,1,0,0,0,1,austen.emma.0.3.sent,austen.emma.0.3.sents29,0,0,0,0,0,0
307,307,37,s31,0,0,0,1,0,0,0,0,0,0,austen.emma.0.3.sent,austen.emma.0.3.sents31,1,0,0,1,0,0
308,308,38,s6,0,0,0,0,0,0,0,0,0,0,austen.emma.3.4.sent,austen.emma.3.4.sents6,1,0,1,1,0,1
309,309,38,s8,0,0,0,0,0,0,0,0,0,0,austen.emma.3.4.sent,austen.emma.3.4.sents8,1,1,0,0,0,0
310,310,38,s19,0,1,0,0,0,0,0,0,1,0,austen.emma.3.4.sent,austen.emma.3.4.sents19,1,0,0,0,0,0
311,311,38,s20,0,0,0,0,0,0,0,1,2,0,austen.emma.3.4.sent,austen.emma.3.4.sents20,0,0,0,0,0,0
312,312,38,s22,0,0,0,0,0,0,0,0,0,0,austen.emma.3.4.sent,austen.emma.3.4.sents22,2,0,0,0,0,0
313,313,38,s25,0,0,0,0,0,1,0,0,0,2,austen.emma.3.4.sent,austen.emma.3.4.sents25,0,0,0,0,0,0
314,314,38,s26,0,0,1,1,1,0,0,0,2,0,austen.emma.3.4.sent,austen.emma.3.4.sents26,2,1,1,0,0,0
315,315,38,s27,0,0,0,1,0,0,0,0,0,0,austen.emma.3.4.sent,austen.emma.3.4.sents27,0,0,0,0,0,0
316,316,38,s31,0,0,0,1,0,0,0,0,0,0,austen.emma.3.4.sent,austen.emma.3.4.sents31,1,0,0,1,0,0
317,317,38,s33,0,0,0,0,0,0,0,0,1,0,austen.emma.3.4.sent,austen.emma.3.4.sents33,2,1,0,1,1,0
318,318,38,s34,0,0,0,0,0,0,1,0,3,0,austen.emma.3.4.sent,austen.emma.3.4.sents34,2,0,0,2,0,0
319,319,38,s36,0,0,0,0,0,0,0,0,0,0,austen.emma.3.4.sent,austen.emma.3.4.sents36,2,0,0,1,0,0
320,320,39,s2,0,0,0,0,0,0,1,0,1,0,austen.emma.3.5.sent,austen.emma.3.5.sents2,2,0,0,1,0,0
321,321,39,s3,0,0,0,0,0,0,0,1,0,0,austen.emma.3.5.sent,austen.emma.3.5.sents3,1,1,0,1,0,0
322,322,39,s4,0,0,1,0,0,0,0,0,1,0,austen.emma.3.5.sent,austen.emma.3.5.sents4,0,0,0,0,0,0
323,323,39,s5,0,0,0,0,0,0,0,0,0,1,austen.emma.3.5.sent,austen.emma.3.5.sents5,1,0,0,1,0,0
324,324,39,s9,0,0,0,1,0,0,0,0,0,0,austen.emma.3.5.sent,austen.emma.3.5.sents9,1,1,0,0,1,0
325,325,39,s10,0,0,0,0,0,0,1,0,1,0,austen.emma.3.5.sent,austen.emma.3.5.sents10,2,0,1,0,0,0
326,326,39,s21,0,0,0,0,0,0,0,0,0,0,austen.emma.3.5.sent,austen.emma.3.5.sents21,1,0,0,0,0,0
327,327,39,s22,0,0,0,0,0,0,0,0,1,0,austen.emma.3.5.sent,austen.emma.3.5.sents22,2,0,0,0,0,0
328,328,39,s24,0,0,0,0,0,1,0,0,0,0,austen.emma.3.5.sent,austen.emma.3.5.sents24,2,0,0,1,0,0
329,329,39,s31,0,0,0,1,0,0,0,1,0,2,austen.emma.3.5.sent,austen.emma.3.5.sents31,1,0,0,1,0,0
330,330,39,s33,0,0,0,0,0,0,0,0,0,1,austen.emma.3.5.sent,austen.emma.3.5.sents33,2,1,0,1,1,0
331,331,39,s34,0,0,0,0,0,0,1,0,1,0,austen.emma.3.5.sent,austen.emma.3.5.sents34,2,0,0,0,0,0
332,332,39,s35,0,0,1,0,1,0,0,0,1,0,austen.emma.3.5.sent,austen.emma.3.5.sents35,0,0,0,0,0,0
333,333,39,s36,0,0,0,0,0,0,0,0,0,0,austen.emma.3.5.sent,austen.emma.3.5.sents36,2,0,0,1,0,0
334,334,40,s17,0,0,0,1,0,0,0,0,2,1,austen.emma.3.8.sent,austen.emma.3.8.sents17,0,1,0,0,1,0
335,335,40,s19,0,1,0,0,0,0,0,0,1,0,austen.emma.3.8.sent,austen.emma.3.8.sents19,1,0,0,1,0,0
336,336,40,s25,0,0,0,0,0,1,0,1,0,1,austen.emma.3.8.sent,austen.emma.3.8.sents25,0,0,0,0,0,0
337,337,40,s26,0,0,2,1,0,0,0,0,1,2,austen.emma.3.8.sent,austen.emma.3.8.sents26,2,1,1,0,0,1
338,338,40,s29,0,0,0,0,0,0,0,0,1,0,austen.emma.3.8.sent,austen.emma.3.8.sents29,0,0,0,0,0,0
339,339,41,s7,0,0,0,0,0,0,0,0,1,0,austen.emma.4.5.sent,austen.emma.4.5.sents7,1,0,0,0,0,0
340,340,41,s22,0,1,0,0,0,0,0,0,1,0,austen.emma.4.5.sent,austen.emma.4.5.sents22,2,0,0,0,0,0
341,341,41,s31,0,0,0,1,0,0,0,1,0,1,austen.emma.4.5.sent,austen.emma.4.5.sents31,1,0,0,0,0,0
342,342,41,s32,0,0,1,0,0,0,0,0,1,0,austen.emma.4.5.sent,austen.emma.4.5.sents32,0,0,0,0,0,0
343,343,41,s33,0,0,0,0,0,0,0,0,1,1,austen.emma.4.5.sent,austen.emma.4.5.sents33,2,1,0,0,0,0
344,344,41,s34,0,0,1,0,0,0,0,0,2,0,austen.emma.4.5.sent,austen.emma.4.5.sents34,2,0,0,2,0,0
345,345,41,s36,0,0,0,0,0,0,0,0,0,0,austen.emma.4.5.sent,austen.emma.4.5.sents36,2,0,0,1,0,0
346,346,42,s35,0,0,0,0,1,0,0,0,2,0,beckett.endgame.0.1.sent,beckett.endgame.0.1.sents35,0,0,0,0,0,0
347,347,42,s38,0,0,0,0,0,0,0,0,0,0,beckett.endgame.0.1.sent,beckett.endgame.0.1.sents38,0,0,0,0,0,0
348,348,42,s39,0,0,0,0,0,0,0,0,1,0,beckett.endgame.0.1.sent,beckett.endgame.0.1.sents39,0,0,0,0,0,0
349,349,42,s80,0,0,0,0,0,0,0,0,0,1,beckett.endgame.0.1.sent,beckett.endgame.0.1.sents80,1,1,0,1,1,0
350,350,42,s85,0,0,0,0,0,0,0,0,0,0,beckett.endgame.0.1.sent,beckett.endgame.0.1.sents85,0,0,0,0,0,0
351,351,43,s31,0,0,1,0,0,0,0,0,0,0,chopin.awakening.2.6.sent,chopin.awakening.2.6.sents31,0,0,0,0,0,0
352,352,43,s32,0,0,0,0,0,0,0,0,0,0,chopin.awakening.2.6.sent,chopin.awakening.2.6.sents32,0,0,0,0,0,0
353,353,43,s34,0,0,0,0,0,0,0,0,0,0,chopin.awakening.2.6.sent,chopin.awakening.2.6.sents34,0,0,0,0,0,0
354,354,43,s35,0,0,0,0,0,0,1,0,0,1,chopin.awakening.2.6.sent,chopin.awakening.2.6.sents35,2,0,0,2,0,0
355,355,43,s51,0,0,0,0,0,0,0,0,1,0,chopin.awakening.2.6.sent,chopin.awakening.2.6.sents51,1,0,1,0,0,1
356,356,44,s0,0,0,1,0,0,0,0,0,0,0,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents0,1,0,3,0,0,2
357,357,44,s3,0,0,1,0,0,0,0,0,0,0,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents3,0,0,0,0,0,0
358,358,44,s4,0,0,0,0,0,0,0,0,0,1,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents4,0,0,0,0,0,0
359,359,44,s22,0,0,0,1,0,0,0,0,0,0,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents22,0,0,0,0,0,0
360,360,44,s23,0,0,1,0,0,0,0,0,1,0,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents23,2,0,0,2,0,0
361,361,44,s30,0,0,1,0,0,0,0,0,1,1,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents30,1,1,0,0,0,0
362,362,44,s37,0,0,0,0,0,0,0,0,0,0,churchill.cloud.4.10.sent,churchill.cloud.4.10.sents37,0,0,0,0,0,0
363,363,45,s2,0,0,0,0,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents2,0,0,2,0,0,0
364,364,45,s8,0,0,1,0,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents8,0,0,0,0,0,0
365,365,45,s10,0,0,1,0,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents10,1,1,0,0,0,0
366,366,45,s14,0,0,0,0,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents14,0,1,1,0,1,1
367,367,45,s18,0,0,0,1,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents18,1,0,0,1,0,0
368,368,45,s20,0,0,0,0,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents20,0,1,0,0,0,0
369,369,45,s22,0,0,0,0,0,0,0,0,0,0,cooper.last.4.7.sent,cooper.last.4.7.sents22,0,1,0,0,1,0
370,370,46,s27,0,0,0,0,0,0,0,0,0,0,dickens.bleak.11.17.sent,dickens.bleak.11.17.sents27,2,0,0,2,0,0
371,371,46,s43,0,0,0,0,0,0,0,0,0,0,dickens.bleak.11.17.sent,dickens.bleak.11.17.sents43,1,0,0,0,0,0
372,372,46,s46,0,0,0,0,0,0,0,1,0,1,dickens.bleak.11.17.sent,dickens.bleak.11.17.sents46,0,0,2,0,0,1
373,373,46,s63,0,0,0,1,0,0,0,0,0,0,dickens.bleak.11.17.sent,dickens.bleak.11.17.sents63,0,1,1,0,1,1
374,374,46,s73,0,0,0,0,0,0,0,0,0,0,dickens.bleak.11.17.sent,dickens.bleak.11.17.sents73,0,0,0,0,0,0
375,375,46,s101,0,0,0,0,0,0,0,0,1,0,dickens.bleak.11.17.sent,dickens.bleak.11.17.sents101,0,0,0,0,0,0
376,376,47,s13,0,0,0,0,0,0,0,0,0,0,dickens.david.10.15.sent,dickens.david.10.15.sents13,1,0,3,1,0,1
377,377,47,s14,0,0,0,0,0,0,0,0,0,0,dickens.david.10.15.sent,dickens.david.10.15.sents14,1,0,0,0,0,0
378,378,47,s15,0,0,0,0,0,0,0,0,0,0,dickens.david.10.15.sent,dickens.david.10.15.sents15,0,0,0,0,0,0
379,379,47,s23,0,0,0,0,0,0,0,0,0,0,dickens.david.10.15.sent,dickens.david.10.15.sents23,1,0,0,1,0,0
380,380,47,s34,0,0,0,0,0,0,0,1,0,0,dickens.david.10.15.sent,dickens.david.10.15.sents34,0,0,0,0,0,0
381,381,48,s27,0,0,0,0,0,0,0,0,2,0,lee.inherit.0.2.sent,lee.inherit.0.2.sents27,1,1,0,1,1,0
382,382,48,s32,0,0,1,1,0,0,1,0,4,1,lee.inherit.0.2.sent,lee.inherit.0.2.sents32,1,1,0,0,0,0
383,383,48,s47,0,0,0,0,0,0,0,0,0,0,lee.inherit.0.2.sent,lee.inherit.0.2.sents47,0,0,0,0,0,0
384,384,48,s66,0,0,0,0,0,0,0,0,0,0,lee.inherit.0.2.sent,lee.inherit.0.2.sents66,0,0,0,0,0,0
385,385,48,s80,0,0,0,1,0,0,0,0,0,0,lee.inherit.0.2.sent,lee.inherit.0.2.sents80,2,0,0,1,0,0
386,386,49,s8,0,0,0,0,0,0,0,0,0,0,twain.tomsawyer.2.3.sent,twain.tomsawyer.2.3.sents8,0,1,1,0,0,0
387,387,49,s10,0,0,0,0,0,0,0,0,0,0,twain.tomsawyer.2.3.sent,twain.tomsawyer.2.3.sents10,2,0,0,2,0,0
388,388,49,s13,0,0,0,0,0,0,0,0,0,0,twain.tomsawyer.2.3.sent,twain.tomsawyer.2.3.sents13,1,0,0,1,0,0
389,389,49,s17,0,0,0,0,0,0,0,0,0,0,twain.tomsawyer.2.3.sent,twain.tomsawyer.2.3.sents17,1,0,0,1,0,0
390,390,49,s22,0,0,0,0,0,0,0,0,0,0,twain.tomsawyer.2.3.sent,twain.tomsawyer.2.3.sents22,0,0,0,0,0,0
